record_id,crop_id,farmer_id,location_id,weather_id,pest_id,disease_id,crop_name,farmer_name,location_name,weather_type,pest_name,disease_name,monitoring_date,growth_stage,soil_type,irrigation_method,pest_severity,disease_severity,crop_yield_tons_ha,temperature_c,humidity_pct,rainfall_mm,soil_ph,ndvi_index,health_score,fertilizer_kg_ha,pesticide_l_ha,farm_area_ha,water_usage_l,year,month,quarter,month_name,day_of_week,week_number,total_revenue,yield_category,health_category,pest_risk_score,disease_risk_score,combined_risk,water_efficiency
REC0076,CR006,F005,LOC006,WTH004,PST006,DIS006,Sugarcane,Farmer_F005,Maharashtra,Humid,Locust,Leaf Spot,2023-06-16,Flowering,Silt,Canal,High,Critical,6.6,41.5,36.8,135.6,8.04,0.793,49.7,195.4,51.42,6.43,245.7,2023,6,2,June,Friday,24,636570.0,High,Fair,3,4,7,26.862
REC0077,CR007,F027,LOC007,WTH005,PST007,DIS007,Potato,Farmer_F027,Gujarat,Dry,Cutworm,Root Rot,2024-01-15,Harvesting,Black,Canal,Low,Critical,6.9,18.0,45.7,147.6,5.46,0.857,42.1,150.4,48.08,5.28,620.1,2024,1,1,January,Monday,3,546480.0,High,Fair,1,4,5,11.1272
REC0078,CR008,F027,LOC008,WTH006,PST008,DIS008,Tomato,Farmer_F027,Karnataka,Windy,Mealybug,Mosaic Virus,2023-12-30,Flowering,Sandy,Flood,Medium,Medium,2.02,25.7,94.1,127.1,7.77,0.185,56.6,134.5,55.69,10.55,907.3,2023,12,4,December,Saturday,52,319665.0,Low,Fair,2,2,4,2.2264
REC0079,CR009,F022,LOC009,WTH007,PST009,DIS009,Barley,Farmer_F022,Ap,Stormy,Armyworm,Wilt,2023-08-03,Flowering,Loamy,Sprinkler,Critical,Critical,4.01,41.2,39.3,74.4,5.44,0.224,86.1,81.7,29.0,11.61,917.2,2023,8,3,August,Thursday,31,698341.5,Medium,Excellent,4,4,8,4.372
REC0080,CR010,F035,LOC010,WTH008,PST010,DIS010,Millet,Farmer_F035,Bihar,Foggy,Leafhopper,Anthracnose,2024-11-17,Germination,Silt,Flood,Low,High,2.31,38.4,62.4,141.3,7.78,0.856,57.4,147.9,65.92,4.91,663.5,2024,11,4,November,Sunday,46,170131.5,Low,Fair,1,3,4,3.4815
REC0081,CR001,F030,LOC001,WTH001,PST001,DIS001,Wheat,Farmer_F030,Punjab,Sunny,Aphids,Blight,2023-10-01,Fruiting,Alluvial,Sprinkler,High,Low,7.54,37.1,70.2,172.2,5.97,0.689,82.6,90.7,16.33,12.27,781.5,2023,10,4,October,Sunday,39,1387737.0,Very High,Excellent,3,1,4,9.6481
REC0082,CR002,F027,LOC002,WTH002,PST002,DIS002,Rice,Farmer_F027,Haryana,Cloudy,Whitefly,Rust,2024-12-19,Flowering,Laterite,Canal,Medium,Critical,5.86,22.0,75.7,218.3,8.07,0.806,38.8,233.6,37.52,4.76,1455.2,2024,12,4,December,Thursday,51,418404.0,High,Poor,2,4,6,4.0269
REC0083,CR003,F004,LOC003,WTH003,PST003,DIS003,Maize,Farmer_F004,Up,Rainy,Thrips,Smut,2024-11-30,Germination,Sandy,Sprinkler,Medium,Low,3.82,19.6,66.4,159.1,8.3,0.262,84.1,102.2,64.08,6.97,690.6,2024,11,4,November,Saturday,48,399381.0,Medium,Excellent,2,1,3,5.5314
REC0084,CR004,F014,LOC004,WTH004,PST004,DIS004,Soybean,Farmer_F014,Mp,Humid,Stem Borer,Powdery Mildew,2024-10-25,Harvesting,Sandy,Rain-Fed,Medium,Medium,1.94,33.1,30.6,190.3,5.52,0.57,46.6,64.6,14.41,11.04,535.7,2024,10,4,October,Friday,43,321264.0,Low,Fair,2,2,4,3.6214
REC0085,CR005,F027,LOC005,WTH005,PST005,DIS005,Cotton,Farmer_F027,Rajasthan,Dry,Bollworm,Downy Mildew,2023-03-15,Germination,Laterite,Flood,Medium,Low,3.68,40.1,51.2,40.0,6.62,0.661,77.4,188.1,8.79,10.55,516.5,2023,3,1,March,Wednesday,11,582360.0,Medium,Good,2,1,3,7.1249
REC0086,CR006,F025,LOC006,WTH006,PST006,DIS006,Sugarcane,Farmer_F025,Maharashtra,Windy,Locust,Leaf Spot,2024-09-15,Harvesting,Loamy,Flood,High,Critical,3.78,30.0,63.7,115.4,8.43,0.644,69.6,198.8,70.69,14.82,795.1,2024,9,3,September,Sunday,37,840294.0,Medium,Good,3,4,7,4.7541
REC0087,CR007,F050,LOC007,WTH007,PST007,DIS007,Potato,Farmer_F050,Gujarat,Stormy,Cutworm,Root Rot,2024-10-12,Fruiting,Silt,Drip,Medium,Medium,6.61,30.4,35.7,2.3,6.69,0.427,95.0,268.0,27.43,3.76,1187.4,2024,10,4,October,Saturday,41,372804.0,High,Excellent,2,2,4,5.5668
REC0088,CR008,F038,LOC008,WTH008,PST008,DIS008,Tomato,Farmer_F038,Karnataka,Foggy,Mealybug,Mosaic Virus,2023-06-25,Flowering,Clay,Canal,Critical,Medium,5.96,22.6,52.8,61.7,8.02,0.112,57.1,194.2,54.71,10.1,467.8,2023,6,2,June,Sunday,25,902940.0,High,Fair,4,2,6,12.7405
REC0089,CR009,F045,LOC009,WTH001,PST009,DIS009,Barley,Farmer_F045,Ap,Sunny,Armyworm,Wilt,2024-06-30,Vegetative,Black,Canal,Critical,Medium,7.71,35.8,32.2,181.6,7.06,0.566,34.6,136.4,2.03,9.34,1122.1,2024,6,2,June,Sunday,26,1080171.0,Very High,Poor,4,2,6,6.871
REC0090,CR010,F002,LOC010,WTH002,PST010,DIS010,Millet,Farmer_F002,Bihar,Cloudy,Leafhopper,Anthracnose,2023-09-08,Harvesting,Alluvial,Sprinkler,Medium,Medium,4.81,20.1,35.1,248.0,6.31,0.302,31.3,250.8,55.2,13.77,227.5,2023,9,3,September,Friday,36,993505.5,Medium,Poor,2,2,4,21.1429
REC0091,CR001,F049,LOC001,WTH003,PST001,DIS001,Wheat,Farmer_F049,Punjab,Rainy,Aphids,Blight,2023-06-17,Flowering,Loamy,Rain-Fed,High,Medium,2.34,23.7,55.8,24.8,6.0,0.46,87.9,185.1,25.29,2.77,744.6,2023,6,2,June,Saturday,24,97227.0,Low,Excellent,3,2,5,3.1426
REC0092,CR002,F037,LOC002,WTH004,PST002,DIS002,Rice,Farmer_F037,Haryana,Humid,Whitefly,Rust,2024-04-18,Vegetative,Red,Canal,Critical,Low,6.49,26.5,38.6,100.4,5.71,0.866,66.7,69.8,4.46,11.4,1208.6,2024,4,2,April,Thursday,16,1109790.0,High,Good,4,1,5,5.3698
REC0093,CR003,F025,LOC003,WTH005,PST003,DIS003,Maize,Farmer_F025,Up,Dry,Thrips,Smut,2024-01-24,Vegetative,Silt,Rain-Fed,Critical,Critical,6.83,28.7,66.9,200.0,7.67,0.419,84.3,191.5,48.79,8.74,640.4,2024,1,1,January,Wednesday,4,895413.0,High,Excellent,4,4,8,10.6652
REC0094,CR004,F031,LOC004,WTH006,PST004,DIS004,Soybean,Farmer_F031,Mp,Windy,Stem Borer,Powdery Mildew,2023-10-04,Harvesting,Alluvial,Drip,Critical,Low,5.43,21.5,74.8,51.0,6.35,0.772,46.4,277.0,19.26,4.48,932.9,2023,10,4,October,Wednesday,40,364896.0,High,Fair,4,1,5,5.8206
REC0095,CR005,F001,LOC005,WTH007,PST005,DIS005,Cotton,Farmer_F001,Rajasthan,Stormy,Bollworm,Downy Mildew,2024-10-17,Flowering,Clay,Flood,Low,Critical,6.9,18.1,82.0,138.8,6.79,0.251,54.2,149.1,30.94,7.38,466.5,2024,10,4,October,Thursday,42,763830.0,High,Fair,1,4,5,14.791
REC0096,CR006,F023,LOC006,WTH008,PST006,DIS006,Sugarcane,Farmer_F023,Maharashtra,Foggy,Locust,Leaf Spot,2024-12-05,Vegetative,Sandy,Rain-Fed,Low,Medium,4.96,31.5,43.0,183.3,6.72,0.638,32.1,124.1,6.45,5.34,1164.6,2024,12,4,December,Thursday,49,397296.0,Medium,Poor,1,2,3,4.259
REC0097,CR007,F020,LOC007,WTH001,PST007,DIS007,Potato,Farmer_F020,Gujarat,Sunny,Cutworm,Root Rot,2024-07-24,Germination,Red,Canal,Critical,Medium,5.16,22.8,40.9,154.0,7.02,0.882,97.3,85.9,11.77,8.9,268.0,2024,7,3,July,Wednesday,30,688860.0,High,Excellent,4,2,6,19.2537
REC0098,CR008,F049,LOC008,WTH002,PST008,DIS008,Tomato,Farmer_F049,Karnataka,Cloudy,Mealybug,Mosaic Virus,2023-08-13,Germination,Sandy,Flood,High,High,4.49,30.7,36.8,47.0,8.03,0.182,76.8,87.9,23.84,13.39,1308.3,2023,8,3,August,Sunday,32,901816.5,Medium,Good,3,3,6,3.4319
REC0099,CR009,F025,LOC009,WTH003,PST009,DIS009,Barley,Farmer_F025,Ap,Rainy,Armyworm,Wilt,2024-12-02,Flowering,Loamy,Rain-Fed,High,High,1.68,19.2,71.4,88.8,8.43,0.107,95.3,158.2,7.18,8.75,457.7,2024,12,4,December,Monday,49,220500.0,Low,Excellent,3,3,6,3.6705
REC0100,CR010,F027,LOC010,WTH004,PST010,DIS010,Millet,Farmer_F027,Bihar,Humid,Leafhopper,Anthracnose,2023-11-29,Fruiting,Alluvial,Rain-Fed,Critical,Low,2.26,28.0,75.9,195.9,6.43,0.447,48.6,198.9,72.87,9.66,1336.7,2023,11,4,November,Wednesday,48,327474.0,Low,Fair,4,1,5,1.6907
REC0101,CR001,F035,LOC001,WTH005,PST001,DIS001,Wheat,Farmer_F035,Punjab,Dry,Aphids,Blight,2023-02-27,Germination,Laterite,Sprinkler,Critical,Low,1.72,29.4,32.1,138.6,7.9,0.174,72.8,70.2,0.48,8.02,658.3,2023,2,1,February,Monday,9,206916.0,Low,Good,4,1,5,2.6128
REC0102,CR002,F048,LOC002,WTH006,PST002,DIS002,Rice,Farmer_F048,Haryana,Windy,Whitefly,Rust,2023-08-23,Harvesting,Loamy,Flood,High,Critical,5.95,16.4,90.9,1.3,7.68,0.699,77.5,284.9,38.71,1.24,1139.5,2023,8,3,August,Wednesday,34,110670.0,High,Good,3,4,7,5.2216
REC0103,CR003,F048,LOC003,WTH007,PST003,DIS003,Maize,Farmer_F048,Up,Stormy,Thrips,Smut,2023-02-02,Flowering,Alluvial,Rain-Fed,Low,Critical,3.7,24.1,33.4,190.2,7.01,0.832,52.2,238.8,9.86,3.88,615.0,2023,2,1,February,Thursday,5,215340.0,Medium,Fair,1,4,5,6.0163
REC0104,CR004,F035,LOC004,WTH008,PST004,DIS004,Soybean,Farmer_F035,Mp,Foggy,Stem Borer,Powdery Mildew,2023-11-20,Vegetative,Red,Sprinkler,Low,High,5.06,18.6,65.2,8.8,8.35,0.447,89.4,196.7,24.61,7.63,1377.7,2023,11,4,November,Monday,47,579117.0,High,Excellent,1,3,4,3.6728
REC0105,CR005,F039,LOC005,WTH001,PST005,DIS005,Cotton,Farmer_F039,Rajasthan,Sunny,Bollworm,Downy Mildew,2024-02-15,Germination,Black,Canal,Critical,High,7.85,16.7,76.1,186.4,5.7,0.307,96.3,257.1,74.08,5.0,364.6,2024,2,1,February,Thursday,7,588750.0,Very High,Excellent,4,3,7,21.5304
REC0106,CR006,F015,LOC006,WTH002,PST006,DIS006,Sugarcane,Farmer_F015,Maharashtra,Cloudy,Locust,Leaf Spot,2023-10-02,Flowering,Loamy,Rain-Fed,High,Critical,3.25,41.7,86.6,50.6,5.38,0.448,91.9,70.0,12.94,3.14,432.1,2023,10,4,October,Monday,40,153075.0,Medium,Excellent,3,4,7,7.5214
REC0107,CR007,F032,LOC007,WTH003,PST007,DIS007,Potato,Farmer_F032,Gujarat,Rainy,Cutworm,Root Rot,2023-03-09,Flowering,Red,Sprinkler,Low,Low,4.37,23.7,76.4,239.5,7.99,0.679,81.7,169.2,77.27,7.81,840.9,2023,3,1,March,Thursday,10,511945.5,Medium,Excellent,1,1,2,5.1968
REC0108,CR008,F015,LOC008,WTH004,PST008,DIS008,Tomato,Farmer_F015,Karnataka,Humid,Mealybug,Mosaic Virus,2023-08-05,Fruiting,Sandy,Sprinkler,Critical,Critical,6.79,36.9,82.1,92.0,6.54,0.107,49.4,207.5,16.46,5.18,306.5,2023,8,3,August,Saturday,31,527583.0,High,Fair,4,4,8,22.1533
REC0109,CR009,F018,LOC009,WTH005,PST009,DIS009,Barley,Farmer_F018,Ap,Dry,Armyworm,Wilt,2024-08-03,Vegetative,Red,Flood,Medium,Low,3.1,21.9,52.1,81.7,7.96,0.572,49.7,257.2,59.33,4.24,454.8,2024,8,3,August,Saturday,31,197160.0,Medium,Fair,2,1,3,6.8162
REC0110,CR010,F028,LOC010,WTH006,PST010,DIS010,Millet,Farmer_F028,Bihar,Windy,Leafhopper,Anthracnose,2023-11-19,Vegetative,Silt,Sprinkler,Critical,Critical,2.04,33.4,83.0,37.2,8.13,0.591,97.4,245.9,43.73,7.23,1426.9,2023,11,4,November,Sunday,46,221238.0,Low,Excellent,4,4,8,1.4297
REC0111,CR001,F032,LOC001,WTH007,PST001,DIS001,Wheat,Farmer_F032,Punjab,Stormy,Aphids,Blight,2023-08-06,Vegetative,Sandy,Rain-Fed,Medium,Medium,3.53,35.5,35.2,76.4,5.22,0.61,30.7,119.3,70.76,2.43,1469.4,2023,8,3,August,Sunday,31,128668.5,Medium,Poor,2,2,4,2.4023
REC0112,CR002,F002,LOC002,WTH008,PST002,DIS002,Rice,Farmer_F002,Haryana,Foggy,Whitefly,Rust,2024-11-02,Harvesting,Red,Drip,Critical,Medium,2.63,31.1,88.2,219.2,8.09,0.294,80.1,285.2,44.32,13.95,689.1,2024,11,4,November,Saturday,44,550327.5,Medium,Excellent,4,2,6,3.8166
REC0113,CR003,F025,LOC003,WTH001,PST003,DIS003,Maize,Farmer_F025,Up,Sunny,Thrips,Smut,2024-05-26,Flowering,Clay,Canal,High,Low,8.01,27.7,65.6,249.1,6.57,0.671,79.4,81.1,42.76,13.08,1400.3,2024,5,2,May,Sunday,21,1571562.0,Very High,Good,3,1,4,5.7202
REC0114,CR004,F022,LOC004,WTH002,PST004,DIS004,Soybean,Farmer_F022,Mp,Cloudy,Stem Borer,Powdery Mildew,2024-02-10,Harvesting,Loamy,Rain-Fed,High,Low,7.16,26.1,83.1,92.1,6.79,0.173,73.6,268.8,15.64,10.76,908.3,2024,2,1,February,Saturday,6,1155624.0,High,Good,3,1,4,7.8829
REC0115,CR005,F043,LOC005,WTH003,PST005,DIS005,Cotton,Farmer_F043,Rajasthan,Rainy,Bollworm,Downy Mildew,2024-10-20,Harvesting,Red,Rain-Fed,High,Low,5.93,24.4,59.4,112.2,7.19,0.259,99.3,292.7,13.3,2.04,550.7,2024,10,4,October,Sunday,42,181458.0,High,Excellent,3,1,4,10.7681
REC0116,CR006,F044,LOC006,WTH004,PST006,DIS006,Sugarcane,Farmer_F044,Maharashtra,Humid,Locust,Leaf Spot,2024-04-14,Flowering,Red,Canal,High,High,7.6,40.1,71.8,180.5,8.24,0.802,51.8,94.3,73.32,11.75,1113.1,2024,4,2,April,Sunday,15,1339500.0,Very High,Fair,3,3,6,6.8278
REC0117,CR007,F026,LOC007,WTH005,PST007,DIS007,Potato,Farmer_F026,Gujarat,Dry,Cutworm,Root Rot,2023-05-27,Vegetative,Clay,Canal,Medium,High,7.13,37.4,64.2,221.5,5.07,0.691,53.8,230.5,26.23,12.22,1056.6,2023,5,2,May,Saturday,21,1306929.0,High,Fair,2,3,5,6.7481
REC0118,CR008,F047,LOC008,WTH006,PST008,DIS008,Tomato,Farmer_F047,Karnataka,Windy,Mealybug,Mosaic Virus,2023-09-29,Flowering,Laterite,Sprinkler,Critical,Critical,2.81,41.1,77.6,148.3,6.67,0.111,35.5,60.1,29.77,11.63,1485.9,2023,9,3,September,Friday,39,490204.5,Medium,Poor,4,4,8,1.8911
REC0119,CR009,F011,LOC009,WTH007,PST009,DIS009,Barley,Farmer_F011,Ap,Stormy,Armyworm,Wilt,2023-05-23,Fruiting,Laterite,Rain-Fed,High,High,7.75,18.4,35.3,97.9,7.41,0.299,61.0,151.4,60.79,2.15,544.6,2023,5,2,May,Tuesday,21,249937.5,Very High,Good,3,3,6,14.2306
REC0120,CR010,F030,LOC010,WTH008,PST010,DIS010,Millet,Farmer_F030,Bihar,Foggy,Leafhopper,Anthracnose,2023-09-10,Flowering,Clay,Sprinkler,Low,Critical,5.28,34.7,33.9,103.2,7.53,0.272,48.3,179.1,27.11,9.84,1073.7,2023,9,3,September,Sunday,36,779328.0,High,Fair,1,4,5,4.9176
REC0121,CR001,F009,LOC001,WTH001,PST001,DIS001,Wheat,Farmer_F009,Punjab,Sunny,Aphids,Blight,2024-07-28,Flowering,Clay,Flood,Low,Critical,7.15,40.3,46.1,173.9,7.42,0.317,54.0,195.2,76.16,12.6,267.6,2024,7,3,July,Sunday,30,1351350.0,High,Fair,1,4,5,26.719
REC0122,CR002,F040,LOC002,WTH002,PST002,DIS002,Rice,Farmer_F040,Haryana,Cloudy,Whitefly,Rust,2024-07-05,Germination,Sandy,Sprinkler,Low,Critical,7.77,19.9,40.4,0.8,5.47,0.298,88.4,284.0,59.03,8.87,347.7,2024,7,3,July,Friday,27,1033798.5,Very High,Excellent,1,4,5,22.3469
REC0123,CR003,F035,LOC003,WTH003,PST003,DIS003,Maize,Farmer_F035,Up,Rainy,Thrips,Smut,2023-09-27,Fruiting,Laterite,Flood,Critical,Low,3.73,16.8,86.7,154.9,6.05,0.15,95.5,218.1,47.79,9.87,205.1,2023,9,3,September,Wednesday,39,552226.5,Medium,Excellent,4,1,5,18.1863
REC0124,CR004,F002,LOC004,WTH004,PST004,DIS004,Soybean,Farmer_F002,Mp,Humid,Stem Borer,Powdery Mildew,2024-08-21,Germination,Loamy,Drip,Low,Medium,2.27,35.0,44.2,88.9,6.26,0.467,43.0,170.3,70.47,7.15,1499.3,2024,8,3,August,Wednesday,34,243457.5,Low,Fair,1,2,3,1.514
REC0125,CR005,F026,LOC005,WTH005,PST005,DIS005,Cotton,Farmer_F026,Rajasthan,Dry,Bollworm,Downy Mildew,2024-03-14,Vegetative,Black,Rain-Fed,Low,High,3.1,30.5,93.4,198.5,7.82,0.686,56.1,252.4,3.97,8.17,1243.0,2024,3,1,March,Thursday,11,379905.0,Medium,Fair,1,3,4,2.494
REC0126,CR006,F038,LOC006,WTH006,PST006,DIS006,Sugarcane,Farmer_F038,Maharashtra,Windy,Locust,Leaf Spot,2024-08-20,Vegetative,Silt,Flood,Medium,Critical,4.49,37.7,51.9,23.2,5.98,0.585,95.0,287.6,20.57,1.0,1222.7,2024,8,3,August,Tuesday,34,67350.0,Medium,Excellent,2,4,6,3.6722
REC0127,CR007,F037,LOC007,WTH007,PST007,DIS007,Potato,Farmer_F037,Gujarat,Stormy,Cutworm,Root Rot,2024-02-13,Fruiting,Loamy,Drip,Critical,Medium,7.23,18.8,41.8,147.1,5.74,0.638,34.3,55.5,37.2,9.76,862.6,2024,2,1,February,Tuesday,7,1058472.0,High,Poor,4,2,6,8.3816
REC0128,CR008,F043,LOC008,WTH008,PST008,DIS008,Tomato,Farmer_F043,Karnataka,Foggy,Mealybug,Mosaic Virus,2024-01-06,Harvesting,Silt,Canal,Critical,Critical,7.53,36.5,81.3,120.2,8.35,0.165,36.5,295.6,18.16,1.68,590.1,2024,1,1,January,Saturday,1,189756.0,Very High,Poor,4,4,8,12.7605
REC0129,CR009,F002,LOC009,WTH001,PST009,DIS009,Barley,Farmer_F002,Ap,Sunny,Armyworm,Wilt,2023-08-13,Flowering,Loamy,Sprinkler,Low,Low,1.55,20.4,72.8,160.6,5.03,0.861,41.4,71.5,59.51,6.81,396.6,2023,8,3,August,Sunday,32,158332.5,Low,Fair,1,1,2,3.9082
REC0130,CR010,F006,LOC010,WTH002,PST010,DIS010,Millet,Farmer_F006,Bihar,Cloudy,Leafhopper,Anthracnose,2023-05-22,Germination,Red,Drip,Critical,Critical,5.08,19.4,62.4,16.2,8.49,0.771,71.7,253.6,73.54,4.74,570.1,2023,5,2,May,Monday,21,361188.0,High,Good,4,4,8,8.9107
REC0131,CR001,F042,LOC001,WTH003,PST001,DIS001,Wheat,Farmer_F042,Punjab,Rainy,Aphids,Blight,2024-06-05,Fruiting,Black,Flood,Medium,High,4.42,19.4,66.1,145.0,7.37,0.744,40.5,120.1,33.9,8.41,688.8,2024,6,2,June,Wednesday,23,557583.0,Medium,Fair,2,3,5,6.417
REC0132,CR002,F028,LOC002,WTH004,PST002,DIS002,Rice,Farmer_F028,Haryana,Humid,Whitefly,Rust,2024-05-20,Germination,Alluvial,Rain-Fed,Medium,Medium,3.05,37.0,76.7,140.4,7.9,0.758,97.8,83.0,27.37,2.43,1183.2,2024,5,2,May,Monday,21,111172.5,Medium,Excellent,2,2,4,2.5778
REC0133,CR003,F009,LOC003,WTH005,PST003,DIS003,Maize,Farmer_F009,Up,Dry,Thrips,Smut,2023-04-04,Flowering,Laterite,Canal,High,Low,2.34,33.0,44.8,140.2,6.03,0.846,61.3,160.0,76.92,10.53,901.6,2023,4,2,April,Tuesday,14,369603.0,Low,Good,3,1,4,2.5954
REC0134,CR004,F030,LOC004,WTH006,PST004,DIS004,Soybean,Farmer_F030,Mp,Windy,Stem Borer,Powdery Mildew,2023-02-18,Harvesting,Black,Canal,Medium,Critical,3.86,29.1,94.8,150.9,5.05,0.535,65.1,211.0,35.59,12.03,300.7,2023,2,1,February,Saturday,7,696537.0,Medium,Good,2,4,6,12.8367
REC0135,CR005,F012,LOC005,WTH007,PST005,DIS005,Cotton,Farmer_F012,Rajasthan,Stormy,Bollworm,Downy Mildew,2023-04-23,Germination,Loamy,Drip,High,High,8.1,24.7,93.4,169.1,7.58,0.26,47.3,145.2,39.12,2.87,223.4,2023,4,2,April,Sunday,16,348705.0,Very High,Fair,3,3,6,36.2578
REC0136,CR006,F004,LOC006,WTH008,PST006,DIS006,Sugarcane,Farmer_F004,Maharashtra,Foggy,Locust,Leaf Spot,2023-06-06,Fruiting,Silt,Drip,Low,High,3.76,38.7,72.3,201.2,7.92,0.593,63.0,63.6,28.13,2.01,333.0,2023,6,2,June,Tuesday,23,113364.0,Medium,Good,1,3,4,11.2913
REC0137,CR007,F017,LOC007,WTH001,PST007,DIS007,Potato,Farmer_F017,Gujarat,Sunny,Cutworm,Root Rot,2024-10-04,Flowering,Black,Sprinkler,High,Low,5.13,25.6,43.0,67.5,7.59,0.694,76.3,199.9,72.76,2.61,733.6,2024,10,4,October,Friday,40,200839.5,High,Good,3,1,4,6.9929
REC0138,CR008,F025,LOC008,WTH002,PST008,DIS008,Tomato,Farmer_F025,Karnataka,Cloudy,Mealybug,Mosaic Virus,2023-06-13,Flowering,Red,Canal,High,High,6.42,37.0,74.2,206.3,5.5,0.69,82.6,275.6,45.52,13.22,1413.2,2023,6,2,June,Tuesday,24,1273086.0,High,Excellent,3,3,6,4.5429
REC0139,CR009,F021,LOC009,WTH003,PST009,DIS009,Barley,Farmer_F021,Ap,Rainy,Armyworm,Wilt,2024-11-27,Harvesting,Loamy,Canal,Low,High,4.05,26.9,34.7,124.6,7.64,0.517,82.8,145.8,60.97,8.16,1028.6,2024,11,4,November,Wednesday,48,495720.0,Medium,Excellent,1,3,4,3.9374
REC0140,CR010,F014,LOC010,WTH004,PST010,DIS010,Millet,Farmer_F014,Bihar,Humid,Leafhopper,Anthracnose,2024-03-08,Fruiting,Red,Sprinkler,High,High,8.3,25.2,32.0,19.3,7.69,0.155,70.5,104.1,64.94,7.28,1242.4,2024,3,1,March,Friday,10,906360.0,Very High,Good,3,3,6,6.6806
REC0141,CR001,F030,LOC001,WTH005,PST001,DIS001,Wheat,Farmer_F030,Punjab,Dry,Aphids,Blight,2024-09-02,Flowering,Black,Rain-Fed,Medium,High,8.24,27.5,46.7,14.6,7.3,0.397,93.3,160.6,27.35,2.05,806.3,2024,9,3,September,Monday,36,253380.0,Very High,Excellent,2,3,5,10.2195
REC0142,CR002,F021,LOC002,WTH006,PST002,DIS002,Rice,Farmer_F021,Haryana,Windy,Whitefly,Rust,2023-03-07,Germination,Sandy,Sprinkler,Low,Critical,3.26,23.1,60.1,83.6,7.68,0.837,87.2,62.1,34.7,9.92,670.2,2023,3,1,March,Tuesday,10,485088.0,Medium,Excellent,1,4,5,4.8642
REC0143,CR003,F022,LOC003,WTH007,PST003,DIS003,Maize,Farmer_F022,Up,Stormy,Thrips,Smut,2024-01-30,Vegetative,Red,Flood,Critical,Low,4.98,35.2,86.4,196.2,7.96,0.568,83.0,255.1,67.88,13.09,340.9,2024,1,1,January,Tuesday,5,977823.0,Medium,Excellent,4,1,5,14.6084
REC0144,CR004,F049,LOC004,WTH008,PST004,DIS004,Soybean,Farmer_F049,Mp,Foggy,Stem Borer,Powdery Mildew,2024-01-26,Fruiting,Alluvial,Flood,High,Medium,3.61,28.6,77.3,176.9,7.15,0.531,33.9,256.6,29.06,12.51,1338.7,2024,1,1,January,Friday,4,677416.5,Medium,Poor,3,2,5,2.6966
REC0145,CR005,F025,LOC005,WTH001,PST005,DIS005,Cotton,Farmer_F025,Rajasthan,Sunny,Bollworm,Downy Mildew,2024-09-02,Germination,Alluvial,Drip,Medium,Medium,3.49,21.3,78.3,197.2,5.31,0.315,30.5,197.0,63.51,9.58,1218.1,2024,9,3,September,Monday,36,501513.0,Medium,Poor,2,2,4,2.8651
REC0146,CR006,F018,LOC006,WTH002,PST006,DIS006,Sugarcane,Farmer_F018,Maharashtra,Cloudy,Locust,Leaf Spot,2024-04-24,Harvesting,Laterite,Sprinkler,Critical,High,1.76,39.3,57.7,129.3,6.71,0.395,44.9,138.3,75.28,1.59,418.6,2024,4,2,April,Wednesday,17,41976.0,Low,Fair,4,3,7,4.2045
REC0147,CR007,F049,LOC007,WTH003,PST007,DIS007,Potato,Farmer_F049,Gujarat,Rainy,Cutworm,Root Rot,2024-06-25,Harvesting,Alluvial,Sprinkler,Low,Critical,5.77,25.4,52.5,110.0,5.27,0.816,76.4,249.9,49.86,2.13,865.9,2024,6,2,June,Tuesday,26,184351.5,High,Good,1,4,5,6.6636
REC0148,CR008,F027,LOC008,WTH004,PST008,DIS008,Tomato,Farmer_F027,Karnataka,Humid,Mealybug,Mosaic Virus,2023-09-15,Flowering,Red,Drip,Low,High,5.02,29.7,54.1,36.9,6.43,0.633,58.8,188.7,59.33,1.21,833.6,2023,9,3,September,Friday,37,91113.0,High,Fair,1,3,4,6.0221
REC0149,CR009,F017,LOC009,WTH005,PST009,DIS009,Barley,Farmer_F017,Ap,Dry,Armyworm,Wilt,2024-07-20,Harvesting,Clay,Rain-Fed,Low,High,1.86,39.5,94.2,82.0,6.42,0.73,58.2,256.5,64.41,4.23,1012.6,2024,7,3,July,Saturday,29,118017.0,Low,Fair,1,3,4,1.8369
REC0150,CR010,F006,LOC010,WTH006,PST010,DIS010,Millet,Farmer_F006,Bihar,Windy,Leafhopper,Anthracnose,2023-01-12,Vegetative,Laterite,Sprinkler,Medium,Critical,3.45,31.9,32.6,108.5,5.23,0.463,91.9,207.9,67.6,2.47,1430.0,2023,1,1,January,Thursday,2,127822.5,Medium,Excellent,2,4,6,2.4126
REC0151,CR001,F031,LOC001,WTH007,PST001,DIS001,Wheat,Farmer_F031,Punjab,Stormy,Aphids,Blight,2024-11-27,Germination,Laterite,Canal,Critical,Low,7.86,18.2,86.4,22.2,6.22,0.604,92.7,246.1,31.6,4.27,953.7,2024,11,4,November,Wednesday,48,503433.0,Very High,Excellent,4,1,5,8.2416
REC0152,CR002,F002,LOC002,WTH008,PST002,DIS002,Rice,Farmer_F002,Haryana,Foggy,Whitefly,Rust,2023-04-28,Fruiting,Red,Sprinkler,Low,Medium,3.18,40.4,67.6,55.2,5.39,0.299,93.6,199.6,4.1,6.08,902.3,2023,4,2,April,Friday,17,290016.0,Medium,Excellent,1,2,3,3.5243
